1.2872,0.3877
-1.0806,-0.8163
-0.1784,-0.1958
-0.2315,-0.4096
-0.6312,-0.3870
-1.5255,-0.7889
1.0586,0.1877
-0.2605,-0.4345
-1.1595,-0.6896
-1.5911,-0.9987
-0.2357,-0.4328
0.7586,0.1016
1.6112,0.7418
-1.6618,-0.9155
1.6199,0.8094
-1.0579,-0.7381
1.8234,0.6675
1.3617,0.6009
2.3384,0.8358
-1.4329,-0.7254
0.1386,0.0095
0.5720,-0.1901
-0.3299,-0.6529
0.3316,0.1504
0.9188,0.2124
-0.2795,-0.5711
0.3226,0.0399
2.7910,0.9784
0.7733,-0.0202
1.4085,0.3897
-0.3521,-0.1772
-1.4812,-0.9304
0.0757,-0.4143
1.8861,0.6029
-0.2352,-0.3070
-1.0348,-0.8334
0.2877,0.0222
0.0387,-0.2663
1.9396,0.4790
0.9486,0.0495
1.5015,0.6090
1.9501,0.6338
-0.8840,-0.6211
-0.5183,-0.7526
1.3680,0.6420
0.8019,0.2758
-1.1242,-0.9678
1.6682,0.7919
0.5928,0.0308
0.9787,0.0890
1.1646,0.2129
1.1834,0.5209
1.8593,0.7107
-0.1181,-0.2343
-1.1829,-0.8307
1.5229,0.4677
-0.5262,-0.3360
2.2643,0.6795
0.1271,-0.2566
1.4758,0.6564
-0.7280,-0.6470
-0.5503,-0.7410
2.3026,0.7598
-1.1380,-0.9118
1.2131,0.3734
1.1954,0.4675
0.3180,-0.1257
-0.2319,-0.2403
2.2379,0.9593
0.5068,-0.2020
0.6460,-0.1196
-0.5782,-0.6864
0.2299,-0.3479
-0.5649,-0.3719
2.0955,0.7890
-0.3849,-0.5060
0.1559,-0.3786
0.2994,-0.1823
1.2212,0.4160
-0.6854,-0.7127
2.3029,0.7426
-1.0670,-0.8337
-0.0681,-0.0765
-0.9561,-0.9392
1.0664,0.5064
1.3272,0.4001
-1.0231,-0.5710
1.0998,0.3598
1.0420,0.1146
1.6468,0.7014
1.1187,0.1171
2.3197,0.8035
0.0562,-0.1610
-0.3186,-0.2837
0.2088,-0.0220
-0.2089,-0.4881
1.7665,0.8583
0.5523,-0.0665
-0.3637,-0.4920
0.4716,-0.1376
1.7874,0.4051
-0.0068,-0.1953
-1.0124,-0.6363
2.3025,0.7125
1.1429,0.1684
-0.0446,-0.2528
-1.0223,-0.5566
-0.5598,-0.5620
0.2763,0.0445
0.2654,-0.1332
1.3202,0.4826
-1.4034,-0.8591
2.1161,0.6947
1.2353,0.3598
-0.6627,-0.7267
1.6381,0.7168
-0.5226,-0.6003
0.4818,0.2147
0.9734,0.0861
-0.6721,-0.6754
-1.0314,-0.9887
1.1775,0.5430
1.9676,0.5296
0.1942,-0.1579
-1.1578,-0.8864
0.6591,0.1715
-1.2259,-0.6517
1.7651,0.4572
0.2817,0.0686
-0.6173,-0.4939
2.2906,0.8341
2.0303,0.5164
2.0655,0.7741
-0.7343,-0.8624
-1.0394,-0.6329
1.3463,0.4741
1.4834,0.3934
1.1726,0.5540
0.7553,0.0038
0.1224,-0.1490
1.2563,0.2225
1.8027,0.7115
1.0023,0.3416
1.0804,0.0472
-0.0866,-0.4024
1.2291,0.4079
-0.3749,-0.2368
1.0053,0.1354
2.1888,0.7757
1.4456,0.6859
1.7157,0.7976
2.7376,0.8780
1.7585,0.6309
-1.9722,-0.9973
-1.9338,-0.9938
-1.5093,-0.8251
-0.0636,-0.4785
-1.4430,-0.9544
0.2572,-0.1518
-0.1413,-0.3179
0.2332,0.0827
2.6023,0.8523
-0.5174,-0.4030
-0.3786,-0.3238
2.0321,0.7190
-0.1622,-0.3190
-1.0792,-0.7238
0.6868,0.0156
2.3648,0.7133
0.1577,-0.2314
1.0656,0.3914
0.7168,0.2558
0.2407,-0.0992
-0.0783,-0.0528
2.6750,0.8994
-1.0559,-0.8330
-0.6771,-0.4403
0.3079,-0.1060
0.4041,0.1751
2.3727,0.7553
0.3193,-0.0618
0.2977,-0.1252
1.5516,0.4924
0.5520,-0.0642
1.8147,0.7217
-0.0557,-0.0670
0.4488,-0.0038
-0.0024,-0.0251
-0.3439,-0.5411
-1.6198,-0.8289
-0.7762,-0.8652
2.2959,0.7768
-0.1299,-0.5337
1.9597,0.7232
1.0878,0.4235
1.7512,0.7456
2.5110,0.8760
-0.4479,-0.7206
-0.0677,-0.2122
2.6751,0.9611
0.6892,0.2896
